gene	lv1	lv2	rv1	rv2	genelength
Hectd2	359	379	1496	2137	4743
Vmn1r163_1	0	0	0	0	923
Gm13124	0	0	0	0	1217
Gucy2c	1	3	1	2	3909
Dhtkd1	29	41	225	506	3518
Nfyb	367	379	1642	2252	2544
Ammecr1l	879	1004	4831	6396	5344
Catsper3	1	1	5	6	1344
C030039L03Rik	27	25	105	188	4730
Tmem39b	199	181	1058	1298	1801
St6gal2	1	0	0	6	2273
Serp1	2244	2023	7614	8579	2446
Lias	911	834	3517	3936	1657
Ipo13	869	791	4478	5432	3568
4933430H16Rik	0	0	0	0	1436
C030023E24Rik	0	0	0	2	2871
Gm15417	54	33	209	191	1565
Pdha1	3522	3514	17838	21420	2750
Nespas	6	9	70	106	2243
Postn	1133	378	6604	6028	3272
Nploc4	1481	1488	7431	8762	4668
Cd2ap	424	459	1708	2293	5381
2210404J11Rik	106	83	330	638	2650
Gm4981	0	0	0	0	1812
Gm608	337	449	2829	3618	12598
A130010J15Rik	110	106	558	633	3831
1500032L24Rik	2058	1845	6481	7397	582
Tomm7	1074	829	2858	3908	1106
Krt6b	0	0	0	12	2228
Cd244	0	0	3	1	3749
Skor2	0	0	0	0	3132
Pbp2	0	0	0	0	1255
Pxmp3	306	296	1130	1432	2263
Smg5	1906	1720	8650	12026	4425
Rab3b	55	47	45	107	3315
H2-M11	0	0	0	0	1003
Zcchc12	18	12	317	524	2184
Mpp3	20	34	344	584	2828
Lrrc4b	726	656	5856	6425	2716
Gm13212	3	4	30	53	1655
H6pd	450	450	3304	4898	4734
Cyp3a13	0	0	0	1	2942
C030044B11Rik	193	159	862	1127	1459
2900097C17Rik	128	157	1160	1421	4916
Ensa	748	720	3974	4958	2958
Jmy	605	712	4946	5863	8769
Golm1	1988	1892	9601	11252	3682
8430427H17Rik	1135	1230	5529	7064	6511
Lag3	15	13	77	81	1995
A630075F10Rik	1	1	10	20	2103
Mir669b	0	0	0	0	96
LOC382133_2	0	0	0	0	1206
Vmn2r-ps54	0	0	0	1	2945
Vps26b	1884	1709	6106	7486	6867
Psg27	0	0	0	1	1937
Gm15093_5	0	0	0	0	2015
4931431F19Rik	0	0	0	0	1910
Chst3	1	12	119	136	6108
Smarca2	607	670	3854	4333	6050
Vmn2r82	0	0	0	0	2592
Themis	0	0	0	0	3975
Xrra1	5	10	35	15	2612
4921528O07Rik	0	0	0	0	2934
Retsat	197	179	894	1006	1926
Fcnb	0	0	0	0	1053
Ppp2r1a	3886	3765	18308	20176	2241
BC060267	27	36	90	203	2542
Ripply3	51	73	267	293	1525
B230216N24Rik	5	7	19	35	1175
Wdr34	166	147	848	1006	1791
Gcet2	11	5	5	9	3358
Trim44	1943	2091	13039	17566	5607
D7Ertd715e	36	41	261	523	2190
Pde1a	20	14	322	385	4893
Ifltd1	12	7	9	29	1524
Nudt10	19	18	93	99	1748
Zfp281	482	490	2332	3002	5273
BC057022	74	56	307	362	2690
Mtmr11	38	30	284	440	2795
Mup11	0	0	0	0	906
Zmym2	733	830	3593	4663	6852
Lpar3	787	713	4218	4360	2491
Psg20	0	0	0	0	1422
Mcee	259	244	950	1181	693
Pdcd10	87	103	238	259	1862
Ppp1r3g	158	130	612	699	2306
Olfr787	0	0	0	0	938
Mir122a	0	0	0	0	65
Gsg2	200	177	840	939	2810
Kcnq2	1	1	1	5	6459
Gm6121	0	0	0	0	883
1810009A15Rik	893	669	2569	2838	611
Zfp933	56	65	361	426	4243
Kif21a	439	535	2855	3668	6416
Olfr622	0	0	0	0	953
Nek7	1132	1223	4202	4662	3356
Cdipt	985	850	3896	4283	1872
1700112E06Rik	31	35	69	109	904
Fkbp8	3791	3222	14459	16582	1884
Acsl3	931	1031	4707	5461	3934
Isoc2b	7	4	38	56	1059
C030034I22Rik	82	97	263	445	2745
Aplp1	700	539	1640	2169	2375
Mir351	5	8	7	28	98
Gm10560	5	5	113	148	840
Cct6b	1	1	9	11	1757
Olfr1274-ps	0	0	0	0	1034
Gm14137	4	9	105	156	3066
Olfr1331	0	0	0	0	953
Gm11595	0	0	0	0	1199
2410066E13Rik	28	53	302	442	1707
Gm4541_1	0	0	0	0	492
Mir743	0	0	0	0	61
B630019K06Rik	73	80	251	273	2611
2310040G24Rik	40	31	96	107	773
Gm1141	2	1	16	25	2139
Usp3	603	694	2645	3370	2186
Olfr1182	0	0	0	0	1175
Olfr639	0	0	0	0	950
Pgbd5	241	243	769	1140	2817
Zp3	2	1	0	3	1309
Mat2b	655	657	3322	3602	2250
Igsf11	45	21	27	45	3405
Ftmt	0	0	0	0	1460
4933402J10Rik	0	0	0	0	1171
Pcdh9	4	12	75	65	5521
Cdk19	464	521	2359	2799	5794
Kcnmb3	0	0	0	3	716
Amz2	698	657	2854	3886	3073
Gstp2	4	0	6	16	745
Ear2	0	0	0	0	714
Ccng2	321	333	1883	2094	2486
Rlf	637	702	3626	4771	6579
2900008C10Rik	75	82	234	331	1356
Cct8	4103	3661	17328	20910	2376
Gbp6	3	9	29	58	4305
Phlda3	614	431	2924	2544	1465
Mical3	339	443	3380	4678	2876
Map3k13	53	79	367	621	6696
Mrs2	200	206	1274	1886	2024
Cyp4f13	33	49	348	449	1698
Khsrp	2992	2833	18561	21626	3981
Ifna5	0	0	0	0	569
Vmn1r100	0	0	0	0	923
Cd300lb	12	10	69	82	2876
Pa2g4	4217	3601	15168	17699	2420
Ttc19	299	369	1698	2096	3426
Trp53inp2	3632	4418	17923	23080	3930
Gm5643_1	0	0	0	1	1732
Clec2i	0	0	0	0	967
Acbd5	256	321	1861	2182	3795
Sh2b3	1317	1404	4600	5090	2474
Pole4	527	405	1911	2240	1690
Msx3	0	0	1	5	2285
Gm3086	2	1	5	4	625
Gm1322	0	0	0	0	1964
1500031L02Rik	217	212	968	1365	1697
Wdyhv1	101	80	507	636	1318
Gm14484	0	0	0	0	493
Treml4	10	5	11	24	1739
Znrf1	922	984	4940	7712	5681
E330021D16Rik	1	0	0	2	1809
Plod1	1058	1029	6030	6260	3233
Pcif1	599	598	2945	3540	2735
1600029I14Rik	0	0	2	6	862
Pcdh17	73	54	413	352	9505
Gm12295	42	66	444	657	3184
Mir669k	0	0	0	0	126
2310002L09Rik	0	1	19	2	2155
Naif1	114	97	515	521	3171
Olfr480	0	0	0	0	1028
LOC100041223_2	0	0	0	0	857
Olfr1318	0	0	0	0	1109
Znrf2	317	361	1453	1664	2605
Tmem151a	210	203	468	773	3943
4930583P06Rik	0	0	0	0	730
Shf	306	268	1473	1446	1552
Cyb5	594	540	2190	2747	744
6720468P15Rik	3	4	10	9	1781
Gm2030	0	0	0	0	1120
Epb4.1l3	2267	1990	15891	19524	4023
4930447C04Rik	12	20	34	66	1892
Tspan4	685	554	2856	2848	1560
Pigq	1426	1430	6355	8257	3073
Gm6251	0	2	0	2	591
Ccdc33	1	0	0	4	3574
Mapre2	2968	3231	14966	16589	4323
LOC100040022_1	0	0	0	0	686
Gsdma2	0	0	0	0	1655
BC017612	358	271	940	1043	942
Hax1	31	37	273	323	1110
Matr3	3599	3435	16184	19637	4457
Gm13272	0	0	0	0	810
5730420D15Rik	0	1	0	0	1177
Gm5766	0	1	2	5	1976
Gm13242	0	1	8	6	3985
Defa23_1	0	0	0	0	416
Ccl21a	0	0	0	0	864
A630071L07Rik	0	1	0	0	3650
5730480H06Rik	7	9	37	94	1731
F10	28	34	107	98	2684
Pax2	0	1	8	76	3017
Lox	61	73	928	892	3597
Rod1	870	901	4874	5617	6874
Gm17757	0	0	0	0	4347
LOC100040022	0	0	0	0	686
Cacna1c	896	1388	10074	13084	9001
Galnt11	565	546	3218	4435	2529
Tctn2	201	243	1008	1123	2626
Klk1b9	0	0	0	0	865
Cox6c	4642	3895	14038	15677	499
Olfr1271	0	0	0	0	917
Prdm14	0	1	1	2	2585
Fbxl16	59	52	333	409	3493
Plagl1	9580	13542	58275	73744	5255
Ccdc91	307	252	1247	1397	2446
Kif2a	789	837	3375	4489	4186
Gjd3	4	2	22	24	836
Mthfsd	357	337	1395	1948	2436
Ceacam12	0	0	0	0	2619
Aga	179	178	770	904	1281
Ociad1	3260	3175	10777	13413	4123
Gm94	0	0	0	0	744
Fam175a	199	209	1011	1198	2490
Eif3b	4457	3792	21124	23360	2947
Cpe	834	1222	10980	10533	2084
Zswim2	0	0	0	0	2053
Mir1964	0	0	0	2	82
Lrrc10	1096	1177	6778	9937	1427
Igfbp5	14061	19393	117842	125949	5850
Zfp786	11	9	42	100	2825
3632451O06Rik	2785	2852	12427	17023	2740
Nphp1	134	142	738	804	2240
Olfr1204	0	0	0	0	929
Fam50a	730	686	3489	4328	1370
Gm6408	0	0	0	0	1186
Etv2	82	57	104	133	1042
Naalad2	8	22	123	152	2671
Ankrd36	1	0	4	1	4464
Heatr8	9	15	42	110	4322
Actr1a	2231	2138	9304	11143	2731
Irgm1	23	25	205	219	2224
Gm949	0	1	0	0	2242
Rab11a	1996	2205	5614	7063	2328
Rnf167	568	609	2855	3750	1515
Kdelr3	325	273	1105	1156	1409
9030619P08Rik	0	0	0	0	853
Pira6	0	0	0	1	1940
Pot1a	276	302	1179	1640	3135
Gorab	113	98	504	623	2504
Tmem106c	318	249	1318	1527	1627
Dmrtc1a	0	1	2	3	1375
Stil	347	305	1738	2698	5311
Gypc	647	615	2245	2604	2179
Ly6g6c	0	2	24	6	957
Cdv3	878	730	6724	6435	4546
Zfp957	0	1	4	4	2748
Gstt1	13	7	49	62	1032
Nkx1-2	0	0	0	4	1901
Limk1	790	667	2899	3406	3307
Gsc	2	2	11	22	1171
Olfr1412	0	0	0	0	965
Als2cr4	132	103	492	664	1958
2210021J22Rik	329	267	961	1282	1052
Foxo6	47	39	287	301	2526
Bend3	375	366	2231	2536	6045
Zfp276	443	364	2583	3852	4866
Thap6	100	119	508	734	3668
Sp6	27	1	44	38	3373
Ap2a1	2621	2607	12965	15606	3419
Ppp2r5c	2075	2187	11220	13319	5574
Vmn2r16	0	0	0	0	2547
Serpinb9	72	61	232	285	3390
Lrrc7	0	0	0	7	5890
Vmn2r69	0	0	0	0	2547
4930519F24Rik	0	0	0	0	574
6030468B19Rik	29	16	19	46	1072
2010109K11Rik	286	337	1758	1727	4154
Prkar2a	2159	2453	10216	11465	4029
Ndst3	4	1	32	54	5325
Hnrnpa2b1	4975	5784	34034	48844	4074
4933426D04Rik	1	4	2	30	983
Magea2	0	0	0	0	1681
Tmem40	21	16	65	96	1713
Kcne1	342	325	2842	3521	3153
Olfr1095	0	0	0	0	926
Kif22	930	807	4019	4974	2050
Adap1	22	20	104	129	2388
Pias4	835	769	3359	3981	1652
A630020A06	6	5	14	23	3523
0610037P05Rik	695	616	2093	2814	1417
Fam32a	1082	1136	4493	4978	1917
Sema3d	275	304	1124	1456	6503
Zfp943	93	103	353	675	2730
Tmem59l	4	2	2	7	1479
Plscr2	32	24	157	216	1892
Mir692-1	0	0	0	4	108
Spata22	0	0	0	0	1265
Pkn3	598	583	2611	3842	2909
Gpr21	0	2	21	28	2295
Lcorl	431	384	1303	1775	9982
Gabra2	0	1	2	3	2382
9130011E15Rik	218	229	994	1182	2870
Rsl1	18	18	39	52	2041
Adar	481	531	3045	4351	6023
1700065I16Rik	0	0	0	0	810
Tomm40l	965	786	4486	5171	2910
Nosip	779	727	3072	3488	2125
Gm4846	0	0	0	0	1736
Irx5	1523	1482	6671	6734	2400
Gpr33	0	0	0	0	1385
Noxa1	1	0	3	1	1658
Mtap6	95	78	466	573	6111
Serhl	327	281	1358	1524	1355
Plvap	4710	4905	22470	18289	2010
Plin4	0	0	10	18	5746
4930480K15Rik	0	0	0	0	2196
Stk25	1402	1360	7379	9260	3242
Pex3	247	239	1034	1210	2392
Pisd-ps3	201	220	913	1601	2841
Hck	2	4	29	32	2079
Galnt5	13	11	53	61	3237
Phlda2	14	22	43	57	735
1700011E24Rik	0	2	1	3	840
Zmynd15	39	48	391	518	2787
5330437I02Rik	0	3	4	16	3416
Prl2c5	0	1	4	3	689
Olfr733	0	0	0	0	993
Usp37	424	546	3221	3993	7170
Vsig10	182	204	1232	1544	4044
4933433C11Rik	0	0	7	3	1424
Ppp1r1a	1488	1405	6794	7586	1288
4931408D14Rik	1	0	8	15	3233
Tarm1	0	0	0	0	951
Olfr1	0	0	0	0	1245
Defb18	0	0	0	0	256
Dennd2c	61	75	466	599	4955
P4ha2	458	414	2188	2563	2327
Rem1	86	94	720	751	1598
Ifi35	62	66	367	401	1353
Snrpa1	998	756	3377	3671	1241
Gm8348_2	0	0	0	0	1983
Gm9962	0	0	3	4	1414
Hist1h2ag	10	11	51	48	472
Fth1	13105	10797	44251	45005	862
Rai14	467	354	2205	2934	4990
Adcy3	188	191	1111	1351	4708
Zfp616	0	0	0	0	4804
Gm7714	0	0	0	0	682
Gm14851	0	0	0	0	452
Cmpk1	357	317	2081	2153	1874
Bbs12	53	71	241	473	2432
Vmn1r101	0	0	0	0	923
Umod	0	0	0	3	2461
Tmem5	427	367	1769	1836	1372
9330182O14Rik	0	0	0	0	2049
A230073K19Rik	84	91	542	725	7287
1810006K21Rik	1258	1044	3318	3766	505
Foxp4	2199	1861	8036	9616	4008
Tex19.2	0	0	4	0	2043
B630005N14Rik	530	546	2125	2385	4136
Ccar1	1914	2012	8125	11062	4453
Rnf44	2512	2400	11031	13529	4397
Slc30a8	0	0	0	0	1898
Lrp12	240	218	1552	1967	4057
Rabep2	288	302	1556	1987	2526
Gm4925	3	4	6	10	1560
Mfhas1	1020	932	6705	7421	6405
Ociad2	126	168	447	644	2194
Mrvi1	200	248	1383	1701	6020
1700008K24Rik	0	0	0	0	945
Pask	201	206	1136	1576	5101
Gemin7	799	590	3030	3174	761
4931407G18Rik	0	0	0	0	1488
Tpbpa	0	2	2	9	1367
Rad21	3295	3342	18392	20341	3591
Pvr	276	278	1319	1472	2880
Prex1	440	473	2603	2991	6490
Tgfb1i1	2727	3081	11946	16134	3016
Defa3	0	0	0	0	408
Rnf34	381	378	2202	2669	1948
Fam149a	171	154	526	715	5465
E330011O21Rik	5	1	14	36	944
4930556C24Rik	0	0	0	0	903
Pet112l	436	420	1958	2276	2294
4933413G19Rik	2	2	24	33	1089
Wnt3	3	3	3	13	3110
Lysmd4	265	229	1195	1497	3380
Lipe	71	85	522	635	3255
Klk15	0	0	0	0	760
AW551984	153	210	1449	1743	4398
Gm5771	0	0	0	0	819
Glis3	20	27	141	184	3906
Olfr702	0	0	0	0	1346
Trpv2	46	58	117	242	2735
Dnaja2	2065	1997	10335	11697	2830
Mir1895	5	6	18	17	78
Igf2	132662	145476	644599	725718	4230
Lsm6	481	402	1714	2082	3796
Evi2b	7	5	39	64	3967
Hnrnpa0	7911	6107	42526	38174	2677
1110034B05Rik	148	138	404	578	1434
Dbnl	1844	1615	6731	7560	2356
Anapc5	3625	3465	19112	25332	2741
Gm7271	0	0	0	0	814
Dlk1	1884	905	6638	4985	4805
Sybu	5	2	5	6	3592
Cyb5r4	149	147	658	766	2613
Gatc	559	606	2037	2614	1774
Cd209a	0	0	0	0	1477
Btn2a2	4	5	17	31	2975
Slc39a4	14	18	56	48	2214
Rraga	940	979	4625	5123	1610
Efna3	1	13	23	34	1220
Gtf2a2	498	347	1532	1991	869
Gm3264_1	0	0	0	0	515
Hsd17b3	0	0	0	0	1275
Eif1b	1053	945	4602	5837	913
Fam193a	1021	1193	5880	6807	5520
Picalm	2339	2543	10879	14597	4153
Stx18	315	315	1216	1449	1551
Bhmt	0	0	0	0	2063
Itgal	22	13	181	179	5194
Irgq	523	612	3405	3828	6121
March4	0	0	2	1	4183
Itga9	721	799	5150	5199	7062
Crocc	249	277	2326	2967	6641
Vdac1	3582	3902	23383	28886	1757
Sipa1l2	1638	1762	10029	12379	6344
Nhsl2	985	1348	4921	6015	12963
Ces1b	0	0	0	0	1951
Gja8	0	0	2	3	1392
Ccdc109b	16	15	67	87	1310
Ppp1r32	2	2	12	41	1444
Tff1_1	0	0	0	0	475
Nup62-il4i1	59	77	308	291	2291
Zfp318	551	747	4240	5934	8311
Tmem198b	357	381	1572	2287	2330
Ankrd13c	546	523	2550	2935	2641
Hspd1	1283	1220	7928	9135	2320
Bmper	38	43	446	692	3778
Wdr69	0	3	7	8	1655
Ppif	2450	2294	6547	7030	1541
Srrm3	11	0	11	16	3917
Olfr8	0	0	0	0	932
Nrsn2	143	156	534	622	1377
Gm5480	17	17	27	62	473
Itgbl1	1	0	24	38	2346
Gm10104	0	0	0	0	401
Sestd1	144	173	1230	1780	8917
Fam5b	16	24	172	192	4093
Oxa1l	2113	2173	9531	10814	2524
Spna1	178	233	1292	1559	8353
Snhg11	8	3	16	25	5859
BC024582	9	12	130	169	1656
Nr0b1	0	0	3	6	1792
8430423G03Rik	0	0	1	1	636
Samd8	391	471	1963	2678	6991
Nup107	584	599	3367	4423	3064
Glt8d1	411	453	2169	2976	2510
Stat5b	912	1068	4510	5272	5422
Pcdhb13	0	2	11	11	3692
Ncrna00085	97	161	656	1184	1093
Skint2	0	0	0	0	1671
Prss3	0	0	0	0	807
Atg10	92	104	452	536	1601
Stag1	779	808	4442	5674	5976
Mlc1	0	0	0	2	2317
Rhox2d	0	0	0	0	791
Tshb	2	0	0	12	640
Klk9	0	1	6	5	1470
Hist1h2ap	0	0	0	0	392
Trub1	267	266	1193	1819	6388
Kars	2499	2337	9034	11078	2158
Nudt2	291	229	758	751	845
Cabp5	1	0	5	6	1739
1500010J02Rik	1434	1418	7119	9169	4144
Sema3a	769	1073	4745	5339	7269
Olfr183	0	0	0	0	1194
Tanc1	1362	1729	9222	11447	7846
Taf5	293	241	1249	1382	3247
Kif1b	2889	3687	17348	21722	14801
Gm5141	16	27	83	153	3275
Acpt	0	0	2	4	1267
Mir470	0	0	0	0	74
Atp5c1	4518	4370	20634	23362	1789
Mfsd7a	8	18	71	108	2498
1700024B18Rik	0	0	0	0	419
Mtmr2	633	564	2517	3084	3106
Ubac1	876	785	4065	4497	3440
Terf1	119	120	650	968	1623
Olfr474	0	0	0	0	932
2010204K13Rik	384	294	604	847	943
4930563D23Rik	0	3	7	11	2678
Tiam2	141	134	526	725	6253
Mup2_1	0	0	0	0	1009
Rap2a	929	951	3958	4652	4170
Zc3h11a	1505	1876	12842	19180	4378
Olfr1040	0	0	0	0	941
Dcun1d4	324	344	1773	2159	4215
Spns3	2	4	10	7	1807
Hoga1	15	32	120	158	1628
Fbxo34	130	118	851	992	3627
Ralbp1	1292	1334	6190	7784	4328
Vmn2r96	0	0	0	0	2338
Mdm2	817	801	4338	5399	3015
Foxl2os	0	0	2	12	3724
Iws1	864	1001	4793	6613	9609
Zfp91	1602	1649	8106	9450	5598
Cdh9	0	0	3	2	2891
Kif13a	2057	2300	15406	18762	6827
Gm3750_2	0	0	0	0	1490
Olfr111	0	0	0	0	1040
Aox3l1	0	0	8	7	4740
Stat4	13	12	91	92	2957
Ppp1r13b	857	825	3947	4530	4316
Gm5077	0	0	13	19	2651
2610037D02Rik	0	0	0	5	3625
Proc	2	3	9	15	1699
Pcgf6	188	153	715	975	2088
Zic5	0	0	1	2	2381
Klkb1	0	0	0	0	2446
Wdr20a	98	106	552	716	2424
Tax1bp1	1500	1539	6021	6878	3266
Olfr1141	0	0	0	0	935
Mug1	6	6	27	29	4621
Olfr176	0	0	0	0	933
Gm6793	0	0	0	0	1447
Gpr77	13	5	75	45	3558
Nipal4	96	124	369	624	3289
Mrpl12	2842	2193	9919	11012	944
Tulp4	202	232	1725	2049	9848
S1pr3	268	289	1817	1826	4482
Svs4	0	0	0	0	572
AI429214	54	50	147	252	1958
Nlrp1b	2	1	10	5	6126
4933407L21Rik	0	0	1	1	1145
4930431A04Rik	0	0	0	0	639
T2	6	8	40	47	1742
Pklr	176	87	78	168	2790
Crat	3262	3587	17703	18934	4379
Uba6	257	283	1281	1494	5055
Odf3	0	0	4	0	917
Gm757	5	3	5	5	2019
Gm14434	0	0	0	0	4533
Inhba	11	14	421	429	1526
1700069L16Rik	0	0	0	0	701
Clip2	399	405	2656	2847	4978
Mmp12	0	0	1	5	3597
Gm10416	0	1	3	9	641
Nfkb2	350	392	1854	2419	3269
Utf1	1	0	0	22	1158
Tlx3	6	1	4	12	1529
Olfr426	0	0	0	0	950
Mep1b	1	0	0	4	2271
Fsd1	65	29	158	265	1735
Vmn2r114	0	0	0	0	2565
Atxn7l3	1172	1052	5744	6944	3694
Ptpn9	604	573	3865	4704	4043
Olfr247_1	0	0	0	0	944
Zufsp	37	60	376	482	2354
Sh2d7	19	16	48	33	2755
Ift81	365	408	2043	2817	2931
Entpd7	235	246	1051	1452	6037
Trim12c	48	50	250	372	3728
1700055C04Rik	0	0	0	1	352
Olfr494	0	1	0	0	944
LOC100040786	0	0	0	0	1147
Irg1	0	0	0	12	2583
Cyp2d26	1	0	3	3	1636
Vmn2r89	0	0	0	0	2937
Cadps2	17	19	155	204	6010
Kif5a	33	24	160	269	6977
Gpr55	0	0	8	6	2548
Dctn5	631	601	2603	3451	1526
Cst7	2	0	3	6	982
4930448F12Rik	0	0	0	0	853
Wfdc6a	0	0	0	0	862
Asb6	309	294	1379	1855	2107
2010003O02Rik	122	108	293	324	323
Cyp24a1	0	1	1	0	3284
Gm19589	0	0	0	0	2616
Mir298	0	0	0	0	81
Parp11	277	278	1105	1581	3715
Hist1h2aa	2	5	12	14	389
Gsto1	478	506	2631	2734	1155
Ccdc90a	587	543	2436	3025	4347
Ptpn18	100	79	345	406	1558
Hnrpll	1114	996	6047	6393	3103
D030028A08Rik	24	36	128	187	2814
Adcyap1	0	1	0	1	2087
Slc35f3	0	0	0	0	2776
1700069P05Rik	0	0	0	0	784
Ncoa2	868	979	5719	6676	8190
Tbce	259	283	937	1459	1790
Slc16a9	14	14	55	70	3557
1700008J07Rik	154	165	886	1075	2431
Reck	289	306	1651	2040	4412
Has2	175	137	369	646	4240
4930480E11Rik	0	0	0	0	1296
Mycs	0	0	0	0	2361
Olfr745	0	0	0	0	1174
Gtpbp10	39	43	192	278	2922
Cspp1	249	282	1581	2155	4324
Tigd2	416	415	1827	2291	3005
Gm10548	5	7	40	68	2627
Txn2	3468	2932	13532	15135	1278
Rrp12	405	349	2395	2660	4286
Fam98a	705	693	2790	3530	2809
Triap1	208	185	708	787	1047
Mcph1	403	334	1631	2032	4605
Ier5	385	349	2290	2482	3269
Tnfsf13b	2	0	14	14	1691
Hjurp	1750	1644	8936	13666	8431
2700023E23Rik	117	112	427	1007	1034
Cpsf6	1468	1608	8068	11423	6524
4931408A02Rik	29	38	104	77	2134
Trim43c	0	4	10	14	1983
Gm14435_2	0	0	0	0	1124
Ece2	210	151	602	708	3895
Tfip11	913	817	4110	4429	3535
Ccdc47	668	856	5251	6289	3255
D2Wsu81e	959	791	3249	4039	1826
Rftn1	169	159	1484	1327	2792
Capns2	1	1	8	21	1014
Acsm2	0	0	0	1	6723
Ifng	1	0	0	1	1203
Clp1	144	141	723	838	1827
Olfr1415	0	0	0	0	935
Art2a-ps	0	0	0	0	1253
Prdm8	6	5	15	7	3115
Pgam2	7543	7388	29209	30008	903
Cops7a	2416	2146	8378	9669	2255
Zfp771	472	334	2005	1967	1227
Lmx1a	34	27	113	111	3330
Slc6a1	6	4	25	47	4279
Olfr1031	0	0	0	0	1010
Eml6	34	39	197	293	8038
Vmn2r120	0	0	0	0	2564
Arhgap20	9	9	59	86	6349
Tug1	1019	1262	5751	8025	6671
Arsi	2	2	22	7	1720
Rnase1	0	2	0	9	968
Dcp1a	404	486	2502	3109	5606
Itln1	3	1	8	2	1131
Adamts3	42	75	731	747	7640
E130008D07Rik	0	0	0	1	5070
Olfr382	0	0	0	0	938
Ahrr	18	24	63	119	4721
Nipsnap3a	0	0	0	0	1092
Gnb1	5220	4973	26786	29322	3131
Dmrtc1c2	0	0	0	0	1602
Dmkn	12	4	11	78	2143
Gstt2	104	109	327	401	1365
Ccdc125	72	101	453	655	2693
Olfr1121	0	0	0	0	944
Gm16442	0	0	0	0	923
E330023G01	0	0	0	0	1480
Ndufs6	3233	2485	16629	16515	563
Ino80e	804	694	2610	2984	1086
Vmn2r65	0	0	0	0	2532
Copb2	2660	2762	10750	13040	3021
BC024386	1	0	0	2	1611
Il34	3	3	14	14	1830
Pet2	0	0	0	0	4170
Psat1	922	788	3357	3457	2481
Jph2	7103	7144	41760	46572	4249
Rdh5	49	42	215	282	1255
Psme3	2691	2524	9514	12013	2608
Foxf1a	4	2	0	4	1060
Hdhd3	101	89	417	395	1081
Cthrc1	24	11	145	189	1160
Vmn2r121	0	0	0	0	3056
1700031M16Rik	0	0	0	0	813
Ebpl	369	367	948	1141	2073
Cd79a	0	2	9	11	1322
Gm8989	0	0	0	0	2132
Elac1	79	76	509	861	4967
Sbds	624	621	2641	3049	1474
Grm3	1	0	2	2	3530
Vmn1r51	2	7	0	5	2356
Trove2	548	585	3365	4058	8711
Tfap2e	1	0	0	4	2110
Spint3	0	0	0	0	552
Daxx	837	798	3299	4000	2826
Tspyl2	562	611	2738	4425	2751
Ctnnb1	7631	7841	37901	44457	3608
Mir1190	0	0	0	0	120
Gm20110	0	0	0	0	2092
Tnk1	411	446	1517	2150	3206
Prpf4b	1224	1299	8429	13963	4451
Rxfp3	0	0	4	1	4251
Tagap	0	0	0	0	3066
Gm19276	0	0	1	6	867
Olfr519	0	0	0	0	944
4933402D24Rik	0	0	8	23	1753
4930509J09Rik	0	0	0	0	1518
Acvr1b	297	344	2101	2448	3268
Cxcr7	749	801	3718	3535	2577
Ptov1	4659	4199	17060	20120	1871
N6amt1	519	467	2068	2457	1785
Mis12	354	295	1653	2094	2763
Fscn3	0	0	1	1	1783
Dscaml1	1	1	2	11	6852
E130012A19Rik	123	80	549	599	2329
Adam6a	0	0	0	0	2506
Olig2	0	0	0	1	2435
Armcx4	866	1153	9263	13199	9005
Crisp2	0	0	5	0	1459
Gpr125	1042	992	6071	6753	4456
2810049E08Rik	0	0	0	0	1099
Fnip1	283	373	1502	1872	6263
Trib3	42	42	270	248	2047
Pcbp1	8223	6586	29594	28815	1668
Svil	4124	5055	28127	35800	7389
Uts2	0	0	1	3	534
Mier1	590	558	2677	3411	4862
1810014F10Rik	483	418	1789	1925	644
4921525B02Rik	2	0	9	8	3088
N4bp2l2	723	741	2643	3562	8975
5730403B10Rik	3161	3108	10478	13210	3892
Cd84	2	0	33	27	6244
Pde11a	0	0	2	4	2828
Nrg4	24	19	161	251	1920
Lrrc27	80	86	339	513	2697
Gm7325	5	8	4	12	973
Tacc1	1337	1539	7706	10158	7682
4933408N05Rik	0	0	0	0	1579
Krt10	65	81	270	390	2085
Pth2r	0	0	2	0	2401
Lyve1	57	81	424	305	2601
Hint2	436	531	1733	2053	586
Atrip	146	144	720	1099	2559
4930488B22Rik	0	0	0	0	1719
Thoc3	1161	932	4484	5271	2320
Sec14l3	0	0	0	4	3916
Zfp438	67	84	330	358	3204
Stk33	0	0	2	2	2380
Hint3	163	125	372	417	691
Cbx7	41	40	186	213	2886
Defb13	0	0	0	0	222
Tmem194	248	221	1080	1709	6504
Pycr1	81	72	329	450	2906
Polr2a	1401	1843	9374	10858	5771
Olfr930	0	0	0	0	926
Ccdc37	3	2	7	8	2124
Rprd1b	970	854	3888	4728	3313
Gsta3	4	10	15	37	1442
Cyp2w1	0	0	0	1	1503
L3mbtl2	440	387	2202	2643	3413
Rassf2	127	141	424	532	4774
Strap	1632	1376	7667	8636	2634
Ikbke	42	53	347	509	3181
4930572K03Rik	0	0	0	0	926
Adam28	0	0	0	0	3839
Cyth1	408	444	2709	3439	3259
2410127L17Rik	31	28	166	156	2086
Gm12238	1	0	0	3	123
Crbn	401	418	1878	2464	4029
L3mbtl1	0	0	12	10	2710
Ngef	0	0	10	86	3368
Chmp6	570	538	2452	2840	1553
Serpinb6d	0	0	0	0	1460
